"","Date Time","Water Level","Water Temperature"
"1",2019-03-11 13:00:00,NA,2.943
"2",2019-03-11 13:10:00,NA,3.049
"3",2019-03-11 13:20:00,NA,3.155
"4",2019-03-11 13:30:00,NA,3.155
"5",2019-03-11 13:40:00,NA,3.155
"6",2019-03-11 13:50:00,NA,3.261
"7",2019-03-11 14:00:00,NA,3.261
"8",2019-03-11 14:10:00,NA,3.261
"9",2019-03-11 14:20:00,NA,3.261
"10",2019-03-11 14:30:00,NA,3.261
"11",2019-03-11 14:40:00,NA,3.261
"12",2019-03-11 14:50:00,NA,3.261
"13",2019-03-11 15:00:00,NA,3.261
"14",2019-03-11 15:10:00,NA,3.261
"15",2019-03-11 15:20:00,NA,3.261
"16",2019-03-11 15:30:00,NA,3.261
"17",2019-03-11 15:40:00,NA,3.261
"18",2019-03-11 15:50:00,NA,3.261
"19",2019-03-11 16:00:00,NA,3.261
"20",2019-03-11 16:10:00,NA,3.261
"21",2019-03-11 16:20:00,NA,3.261
"22",2019-03-11 16:30:00,NA,3.261
"23",2019-03-11 16:40:00,NA,3.261
"24",2019-03-11 16:50:00,NA,3.261
"25",2019-03-11 17:00:00,NA,3.367
"26",2019-03-11 17:10:00,NA,3.261
"27",2019-03-11 17:20:00,NA,3.261
"28",2019-03-11 17:30:00,NA,3.367
"29",2019-03-11 17:40:00,NA,3.261
"30",2019-03-11 17:50:00,NA,3.367
"31",2019-03-11 18:00:00,NA,3.261
"32",2019-03-11 18:10:00,NA,3.261
"33",2019-03-11 18:20:00,NA,3.261
"34",2019-03-11 18:30:00,NA,3.261
"35",2019-03-11 18:40:00,NA,3.261
"36",2019-03-11 18:50:00,NA,3.367
"37",2019-03-11 19:00:00,NA,3.367
"38",2019-03-11 19:10:00,NA,3.261
"39",2019-03-11 19:20:00,NA,3.261
"40",2019-03-11 19:30:00,NA,3.261
"41",2019-03-11 19:40:00,NA,3.367
"42",2019-03-11 19:50:00,NA,3.261
"43",2019-03-11 20:00:00,NA,3.261
"44",2019-03-11 20:10:00,NA,3.367
"45",2019-03-11 20:20:00,NA,3.261
"46",2019-03-11 20:30:00,NA,3.261
"47",2019-03-11 20:40:00,NA,3.261
"48",2019-03-11 20:50:00,NA,3.261
"49",2019-03-11 21:00:00,NA,3.261
"50",2019-03-11 21:10:00,NA,3.367
"51",2019-03-11 21:20:00,NA,3.261
"52",2019-03-11 21:30:00,NA,3.367
"53",2019-03-11 21:40:00,NA,3.261
"54",2019-03-11 21:50:00,NA,3.261
"55",2019-03-11 22:00:00,NA,3.367
"56",2019-03-11 22:10:00,NA,3.261
"57",2019-03-11 22:20:00,NA,3.261
"58",2019-03-11 22:30:00,NA,3.261
"59",2019-03-11 22:40:00,NA,3.261
"60",2019-03-11 22:50:00,NA,3.261
"61",2019-03-11 23:00:00,NA,3.367
"62",2019-03-11 23:10:00,NA,3.367
"63",2019-03-11 23:20:00,NA,3.261
"64",2019-03-11 23:30:00,NA,3.261
"65",2019-03-11 23:40:00,NA,3.261
"66",2019-03-11 23:50:00,NA,3.261
"67",2019-03-12 00:00:00,NA,3.367
"68",2019-03-12 00:10:00,NA,3.261
"69",2019-03-12 00:20:00,NA,3.367
"70",2019-03-12 00:30:00,NA,3.261
"71",2019-03-12 00:40:00,NA,3.261
"72",2019-03-12 00:50:00,NA,3.261
"73",2019-03-12 01:00:00,NA,3.261
"74",2019-03-12 01:10:00,NA,3.367
"75",2019-03-12 01:20:00,NA,3.367
"76",2019-03-12 01:30:00,NA,3.261
"77",2019-03-12 01:40:00,NA,3.261
"78",2019-03-12 01:50:00,NA,3.261
"79",2019-03-12 02:00:00,NA,3.261
"80",2019-03-12 02:10:00,NA,3.367
"81",2019-03-12 02:20:00,NA,3.367
"82",2019-03-12 02:30:00,NA,3.261
"83",2019-03-12 02:40:00,NA,3.261
"84",2019-03-12 02:50:00,NA,3.261
"85",2019-03-12 03:00:00,NA,3.261
"86",2019-03-12 03:10:00,NA,3.261
"87",2019-03-12 03:20:00,NA,3.367
"88",2019-03-12 03:30:00,NA,3.261
"89",2019-03-12 03:40:00,NA,3.261
"90",2019-03-12 03:50:00,NA,3.261
"91",2019-03-12 04:00:00,NA,3.367
"92",2019-03-12 04:10:00,NA,3.261
"93",2019-03-12 04:20:00,NA,3.261
"94",2019-03-12 04:30:00,NA,3.261
"95",2019-03-12 04:40:00,NA,3.261
"96",2019-03-12 04:50:00,NA,3.261
"97",2019-03-12 05:00:00,NA,3.261
"98",2019-03-12 05:10:00,NA,3.261
"99",2019-03-12 05:20:00,NA,3.261
"100",2019-03-12 05:30:00,NA,3.261
"101",2019-03-12 05:40:00,NA,3.367
"102",2019-03-12 05:50:00,NA,3.261
"103",2019-03-12 06:00:00,NA,3.261
"104",2019-03-12 06:10:00,NA,3.261
"105",2019-03-12 06:20:00,NA,3.261
"106",2019-03-12 06:30:00,NA,3.261
"107",2019-03-12 06:40:00,NA,3.261
"108",2019-03-12 06:50:00,NA,3.261
"109",2019-03-12 07:00:00,NA,3.261
"110",2019-03-12 07:10:00,NA,3.261
"111",2019-03-12 07:20:00,NA,3.261
"112",2019-03-12 07:30:00,NA,3.261
"113",2019-03-12 07:40:00,NA,3.261
"114",2019-03-12 07:50:00,NA,3.261
"115",2019-03-12 08:00:00,NA,3.261
"116",2019-03-12 08:10:00,NA,3.261
"117",2019-03-12 08:20:00,NA,3.261
"118",2019-03-12 08:30:00,NA,3.261
"119",2019-03-12 08:40:00,NA,3.261
"120",2019-03-12 08:50:00,NA,3.261
"121",2019-03-12 09:00:00,NA,3.261
"122",2019-03-12 09:10:00,NA,3.261
"123",2019-03-12 09:20:00,NA,3.261
"124",2019-03-12 09:30:00,NA,3.261
"125",2019-03-12 09:40:00,NA,3.261
"126",2019-03-12 09:50:00,NA,3.261
"127",2019-03-12 10:00:00,NA,3.261
"128",2019-03-12 10:10:00,NA,3.261
"129",2019-03-12 10:20:00,NA,3.261
"130",2019-03-12 10:30:00,NA,3.261
"131",2019-03-12 10:40:00,NA,3.261
"132",2019-03-12 10:50:00,NA,3.261
"133",2019-03-12 11:00:00,NA,3.261
"134",2019-03-12 11:10:00,NA,3.261
"135",2019-03-12 11:20:00,NA,3.261
"136",2019-03-12 11:30:00,NA,3.261
"137",2019-03-12 11:40:00,NA,3.261
"138",2019-03-12 11:50:00,NA,3.261
"139",2019-03-12 12:00:00,NA,3.261
"140",2019-03-12 12:10:00,NA,3.261
"141",2019-03-12 12:20:00,NA,3.261
"142",2019-03-12 12:30:00,NA,3.261
"143",2019-03-12 12:40:00,NA,3.261
"144",2019-03-12 12:50:00,NA,3.261
"145",2019-03-12 13:00:00,NA,3.261
"146",2019-03-12 13:10:00,NA,3.261
"147",2019-03-12 13:20:00,NA,3.261
"148",2019-03-12 13:30:00,NA,3.261
"149",2019-03-12 13:40:00,NA,3.261
"150",2019-03-12 13:50:00,NA,3.261
"151",2019-03-12 14:00:00,NA,3.261
"152",2019-03-12 14:10:00,NA,3.261
"153",2019-03-12 14:20:00,NA,3.367
"154",2019-03-12 14:30:00,NA,3.261
"155",2019-03-12 14:40:00,NA,3.261
"156",2019-03-12 14:50:00,NA,3.261
"157",2019-03-12 15:00:00,NA,3.261
"158",2019-03-12 15:10:00,NA,3.261
"159",2019-03-12 15:20:00,NA,3.261
"160",2019-03-12 15:30:00,NA,3.261
"161",2019-03-12 15:40:00,NA,3.261
"162",2019-03-12 15:50:00,NA,3.261
"163",2019-03-12 16:00:00,NA,3.261
"164",2019-03-12 16:10:00,NA,3.261
"165",2019-03-12 16:20:00,NA,3.261
"166",2019-03-12 16:30:00,NA,3.261
"167",2019-03-12 16:40:00,NA,3.261
"168",2019-03-12 16:50:00,NA,3.261
"169",2019-03-12 17:00:00,NA,3.261
"170",2019-03-12 17:10:00,NA,3.261
"171",2019-03-12 17:20:00,NA,3.261
"172",2019-03-12 17:30:00,NA,3.261
"173",2019-03-12 17:40:00,NA,3.261
"174",2019-03-12 17:50:00,NA,3.261
"175",2019-03-12 18:00:00,NA,3.261
"176",2019-03-12 18:10:00,NA,3.261
"177",2019-03-12 18:20:00,NA,3.261
"178",2019-03-12 18:30:00,NA,3.261
"179",2019-03-12 18:40:00,NA,3.261
"180",2019-03-12 18:50:00,NA,3.261
"181",2019-03-12 19:00:00,NA,3.261
"182",2019-03-12 19:10:00,NA,3.261
"183",2019-03-12 19:20:00,NA,3.261
"184",2019-03-12 19:30:00,NA,3.261
"185",2019-03-12 19:40:00,NA,3.261
"186",2019-03-12 19:50:00,NA,3.261
"187",2019-03-12 20:00:00,NA,3.261
"188",2019-03-12 20:10:00,NA,3.261
"189",2019-03-12 20:20:00,NA,3.261
"190",2019-03-12 20:30:00,NA,3.261
"191",2019-03-12 20:40:00,NA,3.261
"192",2019-03-12 20:50:00,NA,3.261
"193",2019-03-12 21:00:00,NA,3.261
"194",2019-03-12 21:10:00,NA,3.261
"195",2019-03-12 21:20:00,NA,3.261
"196",2019-03-12 21:30:00,NA,3.261
"197",2019-03-12 21:40:00,NA,3.261
"198",2019-03-12 21:50:00,NA,3.261
"199",2019-03-12 22:00:00,NA,3.261
"200",2019-03-12 22:10:00,NA,3.261
"201",2019-03-12 22:20:00,NA,3.261
"202",2019-03-12 22:30:00,NA,3.261
"203",2019-03-12 22:40:00,NA,3.261
"204",2019-03-12 22:50:00,NA,3.261
"205",2019-03-12 23:00:00,NA,3.261
"206",2019-03-12 23:10:00,NA,3.261
