"","Date Time","Water Level","Water Temperature"
"1",2019-03-11 13:00:00,NA,3.367
"2",2019-03-11 13:10:00,NA,3.261
"3",2019-03-11 13:20:00,NA,3.261
"4",2019-03-11 13:30:00,NA,3.261
"5",2019-03-11 13:40:00,NA,3.261
"6",2019-03-11 13:50:00,NA,3.261
"7",2019-03-11 14:00:00,NA,3.261
"8",2019-03-11 14:10:00,NA,3.261
"9",2019-03-11 14:20:00,NA,3.261
"10",2019-03-11 14:30:00,NA,3.261
"11",2019-03-11 14:40:00,NA,3.261
"12",2019-03-11 14:50:00,NA,3.261
"13",2019-03-11 15:00:00,NA,3.261
"14",2019-03-11 15:10:00,NA,3.261
"15",2019-03-11 15:20:00,NA,3.261
"16",2019-03-11 15:30:00,NA,3.261
"17",2019-03-11 15:40:00,NA,3.261
"18",2019-03-11 15:50:00,NA,3.261
"19",2019-03-11 16:00:00,NA,3.261
"20",2019-03-11 16:10:00,NA,3.261
"21",2019-03-11 16:20:00,NA,3.261
"22",2019-03-11 16:30:00,NA,3.261
"23",2019-03-11 16:40:00,NA,3.261
"24",2019-03-11 16:50:00,NA,3.261
"25",2019-03-11 17:00:00,NA,3.261
"26",2019-03-11 17:10:00,NA,3.261
"27",2019-03-11 17:20:00,NA,3.261
"28",2019-03-11 17:30:00,NA,3.261
"29",2019-03-11 17:40:00,NA,3.261
"30",2019-03-11 17:50:00,NA,3.261
"31",2019-03-11 18:00:00,NA,3.261
"32",2019-03-11 18:10:00,NA,3.261
"33",2019-03-11 18:20:00,NA,3.261
"34",2019-03-11 18:30:00,NA,3.261
"35",2019-03-11 18:40:00,NA,3.261
"36",2019-03-11 18:50:00,NA,3.261
"37",2019-03-11 19:00:00,NA,3.261
"38",2019-03-11 19:10:00,NA,3.261
"39",2019-03-11 19:20:00,NA,3.261
"40",2019-03-11 19:30:00,NA,3.261
"41",2019-03-11 19:40:00,NA,3.261
"42",2019-03-11 19:50:00,NA,3.261
"43",2019-03-11 20:00:00,NA,3.261
"44",2019-03-11 20:10:00,NA,3.261
"45",2019-03-11 20:20:00,NA,3.261
"46",2019-03-11 20:30:00,NA,3.261
"47",2019-03-11 20:40:00,NA,3.261
"48",2019-03-11 20:50:00,NA,3.261
"49",2019-03-11 21:00:00,NA,3.261
"50",2019-03-11 21:10:00,NA,3.261
"51",2019-03-11 21:20:00,NA,3.261
"52",2019-03-11 21:30:00,NA,3.261
"53",2019-03-11 21:40:00,NA,3.261
"54",2019-03-11 21:50:00,NA,3.261
"55",2019-03-11 22:00:00,NA,3.261
"56",2019-03-11 22:10:00,NA,3.261
"57",2019-03-11 22:20:00,NA,3.261
"58",2019-03-11 22:30:00,NA,3.261
"59",2019-03-11 22:40:00,NA,3.261
"60",2019-03-11 22:50:00,NA,3.261
"61",2019-03-11 23:00:00,NA,3.261
"62",2019-03-11 23:10:00,NA,3.261
"63",2019-03-11 23:20:00,NA,3.261
"64",2019-03-11 23:30:00,NA,3.261
"65",2019-03-11 23:40:00,NA,3.261
"66",2019-03-11 23:50:00,NA,3.261
"67",2019-03-12 00:00:00,NA,3.261
"68",2019-03-12 00:10:00,NA,3.261
"69",2019-03-12 00:20:00,NA,3.261
"70",2019-03-12 00:30:00,NA,3.261
