"","Date Time","Water Level","Water Temperature"
"1",2019-03-11 13:00:00,NA,2.943
"2",2019-03-11 13:10:00,NA,2.943
"3",2019-03-11 13:20:00,NA,2.943
"4",2019-03-11 13:30:00,NA,2.943
"5",2019-03-11 13:40:00,NA,2.943
"6",2019-03-11 13:50:00,NA,2.943
"7",2019-03-11 14:00:00,NA,2.943
"8",2019-03-11 14:10:00,NA,2.943
"9",2019-03-11 14:20:00,NA,2.943
"10",2019-03-11 14:30:00,NA,2.943
"11",2019-03-11 14:40:00,NA,2.943
"12",2019-03-11 14:50:00,NA,2.943
"13",2019-03-11 15:00:00,NA,2.943
"14",2019-03-11 15:10:00,NA,2.943
"15",2019-03-11 15:20:00,NA,2.943
"16",2019-03-11 15:30:00,NA,2.943
"17",2019-03-11 15:40:00,NA,2.943
"18",2019-03-11 15:50:00,NA,2.943
"19",2019-03-11 16:00:00,NA,2.943
"20",2019-03-11 16:10:00,NA,2.943
"21",2019-03-11 16:20:00,NA,2.943
"22",2019-03-11 16:30:00,NA,2.943
"23",2019-03-11 16:40:00,NA,2.943
"24",2019-03-11 16:50:00,NA,2.943
"25",2019-03-11 17:00:00,NA,2.943
"26",2019-03-11 17:10:00,NA,2.943
"27",2019-03-11 17:20:00,NA,2.943
"28",2019-03-11 17:30:00,NA,2.943
"29",2019-03-11 17:40:00,NA,2.943
"30",2019-03-11 17:50:00,NA,2.943
"31",2019-03-11 18:00:00,NA,2.943
"32",2019-03-11 18:10:00,NA,2.943
"33",2019-03-11 18:20:00,NA,2.943
"34",2019-03-11 18:30:00,NA,2.943
"35",2019-03-11 18:40:00,NA,2.943
"36",2019-03-11 18:50:00,NA,2.943
"37",2019-03-11 19:00:00,NA,2.943
"38",2019-03-11 19:10:00,NA,2.943
"39",2019-03-11 19:20:00,NA,2.943
"40",2019-03-11 19:30:00,NA,2.943
"41",2019-03-11 19:40:00,NA,2.943
"42",2019-03-11 19:50:00,NA,2.943
"43",2019-03-11 20:00:00,NA,2.943
"44",2019-03-11 20:10:00,NA,2.943
"45",2019-03-11 20:20:00,NA,2.943
"46",2019-03-11 20:30:00,NA,2.943
"47",2019-03-11 20:40:00,NA,2.943
"48",2019-03-11 20:50:00,NA,2.943
"49",2019-03-11 21:00:00,NA,2.943
"50",2019-03-11 21:10:00,NA,2.943
"51",2019-03-11 21:20:00,NA,2.943
"52",2019-03-11 21:30:00,NA,2.943
"53",2019-03-11 21:40:00,NA,2.943
"54",2019-03-11 21:50:00,NA,2.943
"55",2019-03-11 22:00:00,NA,2.943
"56",2019-03-11 22:10:00,NA,2.943
"57",2019-03-11 22:20:00,NA,2.943
"58",2019-03-11 22:30:00,NA,2.943
"59",2019-03-11 22:40:00,NA,2.943
"60",2019-03-11 22:50:00,NA,2.943
"61",2019-03-11 23:00:00,NA,2.943
"62",2019-03-11 23:10:00,NA,2.943
"63",2019-03-11 23:20:00,NA,2.943
"64",2019-03-11 23:30:00,NA,2.943
"65",2019-03-11 23:40:00,NA,2.943
"66",2019-03-11 23:50:00,NA,2.943
"67",2019-03-12 00:00:00,NA,2.943
"68",2019-03-12 00:10:00,NA,2.943
"69",2019-03-12 00:20:00,NA,2.943
"70",2019-03-12 00:30:00,NA,2.943
"71",2019-03-12 00:40:00,NA,2.943
"72",2019-03-12 00:50:00,NA,2.943
"73",2019-03-12 01:00:00,NA,2.943
"74",2019-03-12 01:10:00,NA,2.943
"75",2019-03-12 01:20:00,NA,2.943
"76",2019-03-12 01:30:00,NA,2.943
"77",2019-03-12 01:40:00,NA,2.943
"78",2019-03-12 01:50:00,NA,2.943
"79",2019-03-12 02:00:00,NA,2.943
"80",2019-03-12 02:10:00,NA,2.943
"81",2019-03-12 02:20:00,NA,2.943
"82",2019-03-12 02:30:00,NA,2.943
"83",2019-03-12 02:40:00,NA,2.943
"84",2019-03-12 02:50:00,NA,2.943
"85",2019-03-12 03:00:00,NA,2.943
"86",2019-03-12 03:10:00,NA,2.943
"87",2019-03-12 03:20:00,NA,2.943
"88",2019-03-12 03:30:00,NA,2.943
"89",2019-03-12 03:40:00,NA,2.943
"90",2019-03-12 03:50:00,67.3,2.943
"91",2019-03-12 04:00:00,NA,2.943
"92",2019-03-12 04:10:00,NA,2.943
"93",2019-03-12 04:20:00,NA,2.943
"94",2019-03-12 04:30:00,NA,2.943
"95",2019-03-12 04:40:00,NA,2.943
"96",2019-03-12 04:50:00,NA,2.943
"97",2019-03-12 05:00:00,NA,2.943
"98",2019-03-12 05:10:00,NA,2.943
"99",2019-03-12 05:20:00,NA,2.943
"100",2019-03-12 05:30:00,NA,2.943
"101",2019-03-12 05:40:00,NA,2.943
"102",2019-03-12 05:50:00,NA,2.943
"103",2019-03-12 06:00:00,NA,2.943
"104",2019-03-12 06:10:00,NA,2.943
"105",2019-03-12 06:20:00,NA,2.943
"106",2019-03-12 06:30:00,NA,2.943
"107",2019-03-12 06:40:00,67.3,2.943
"108",2019-03-12 06:50:00,NA,2.943
"109",2019-03-12 07:00:00,67.3,2.943
"110",2019-03-12 07:10:00,67.3,2.943
"111",2019-03-12 07:20:00,67.3,2.943
"112",2019-03-12 07:30:00,67.3,2.943
"113",2019-03-12 07:40:00,67.2,2.943
"114",2019-03-12 07:50:00,67.2,2.943
"115",2019-03-12 08:00:00,67.2,2.943
"116",2019-03-12 08:10:00,67.2,2.943
"117",2019-03-12 08:20:00,67.3,2.943
"118",2019-03-12 08:30:00,67.2,2.943
"119",2019-03-12 08:40:00,NA,2.943
"120",2019-03-12 08:50:00,67.2,2.943
"121",2019-03-12 09:00:00,67.2,2.943
"122",2019-03-12 09:10:00,NA,2.943
"123",2019-03-12 09:20:00,67.3,2.943
"124",2019-03-12 09:30:00,67.3,2.943
"125",2019-03-12 09:40:00,67.3,2.943
"126",2019-03-12 09:50:00,67.2,2.943
"127",2019-03-12 10:00:00,67.3,2.943
"128",2019-03-12 10:10:00,67.3,2.943
"129",2019-03-12 10:20:00,67.3,2.943
"130",2019-03-12 10:30:00,67.3,2.943
"131",2019-03-12 10:40:00,67.2,2.943
