Site,SampleTime,SampleDate,pH,LocationType,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,GWType,X,Y,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
42_2_s1,1899-12-31T12:25:00Z,2020-10-14T00:00:00Z,4.420000000000001,G1,0.7588450805770847,0.05593674379419661,0.5113027794198424,3.99164551612626,0.2749212864013851,0.13549077670098492,0.06494059073236971,0.24120029173790383,0.00555,1.2313587864323121,0.026500000000000003,0.9352553870729158,13.140017759540571,0.2854612585537422,shallow,281626.546,4871231.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-169,NA,NA,0.27020929465083,0.39873873984269614,0.24788109920904228,0.15085764063365387,0.009265702333261159,0.01921411181628569,0.32161881170125006,9e-4,0.0144292
42_2_s1,1899-12-31T14:00:00Z,2020-10-17T00:00:00Z,4.3500000000000005,G1,0.6580887702306598,0.049169424669622985,0.5623109874310082,3.758951592958,0.10299382691972102,0.080280729946062,0.06479232905489543,0.248972269584796,0.014810746015085285,1.0073162552299968,0.026500000000000003,0.7422911449446525,15.071659286969126,0.31450906488228964,shallow,281626.546,4871231.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-178,NA,NA,0.29726824933653,0.444369858880994,0.2793590618906389,0.1650107969903551,0.01125455397610832,0.01632675881303374,0.28102548117134246,9e-4,0.0064
42_2_s1,1899-12-31T14:03:00Z,2019-07-12T00:00:00Z,4.43,G1,0.43,0.06,0.53,2.68,0.1,0.22,0.07,0.28,0.02,0.22,0.01,0.51,14.67,0.33,shallow,281626.546,4871231.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-105,pump,17.21,0.31,0.4,0.25,0.15,0.021,0.016,0.28,0.002,0.02
42_2_s1,1899-12-31T14:36:00Z,2019-06-06T00:00:00Z,4.54,G1,0.36,0.06,0.6,2.28,0.09,0.17,0.07,0.27,0.02,0.23,0.04,0.67,13.78,0.3,shallow,281626.546,4871231.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-001,pump,15.12,0.28,0.405,0.158,0.247,0.011,0.017,0.23,0.002,0.013
42_2_s1,1899-12-31T15:53:00Z,2019-06-11T00:00:00Z,4.43,G1,0.44,0.06,0.57,2.19,0.11,0.17,0.08,0.28,0.03,0.37,0.02,0.61,14.43,0.36,shallow,281626.546,4871231.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-028,pump,16.71,0.35,0.402,0.156,0.246,0.012,0.018,0.24,0.004,0.024
42_3_s1,1899-12-31T12:59:00Z,2020-10-14T00:00:00Z,4.620000000000003,G2,0.6132570291331161,0.05679393602206577,0.35989832559910306,3.18104078403876,0.20853380386190495,0.24315118494736493,0.10535970789467876,0.11408874128239883,0.03219316340674044,1.1965848588541061,1.0427501448144836,1.0718032121818946,5.626236195766295,0.41679630972824133,shallow,281637.4851,4871215.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-170,NA,NA,0.166722261799558,0.25222240257325057,0.09055068191096789,0.16167172066228266,0.014520269866417523,0.035819623790388756,0.3221773945022955,0.00185191,0.0521636
42_3_s1,1899-12-31T14:06:00Z,2019-06-06T00:00:00Z,4.76,G2,0.38,0.06,0.45,2.15,0.1,0.14,0.08,0.09,0.02,0.33,0.31,1.09,7.73,0.27,shallow,281637.4851,4871215.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-002,pump,11.32,0.19,0.302,0.084,0.217,0.013,0.025,0.34,0.002,0.006
42_3_s1,1899-12-31T14:15:00Z,2020-10-17T00:00:00Z,4.490000000000001,G2,0.5430585527797235,0.036582748634999294,0.5340258929345316,2.99378884840883,0.1373518374917948,0.09287258740052515,0.058430690888853866,0.07967074683335518,0.016284077348030963,0.9747988337020045,0.31322750660987975,0.9875398674376779,9.199358506159877,0.3305384945940796,shallow,281637.4851,4871215.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-179,NA,NA,0.251113376451515,0.3880780422311364,0.18236636970524364,0.20571167252589276,0.008668069637807835,0.03701849393241006,0.3389007816453689,9e-4,0.0064
42_3_s1,1899-12-31T16:10:00Z,2019-06-11T00:00:00Z,4.67,G2,0.36,0.06,0.5,2.02,0.1,0.16,0.09,0.1,0.02,0.44,0.3,1.01,8.35,0.3,shallow,281637.4851,4871215.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-029,pump,12.74,0.23,0.325,0.092,0.233,0.008,0.028,0.35,0.003,0.011
42_4_d1,1899-12-31T11:30:00Z,2019-09-06T00:00:00Z,5.06,G3,0.5351459958393094,0.06309317778633518,0.2506825025841235,3.38977145362604,0.17393443455956162,0.18307289709498814,0.3752086846605727,4.596710274781257e-4,0.019408771694825133,0.3173163754618298,0.9527050085183181,1.5958345560229494,1.9487286245435782,0.2869224859803414,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-104,pump,11.4,0.0540934635165297,0.14436207383386104,0.006129714160639272,0.13823235967322178,0.017616140210739373,0.0014579260961533006,0.5315693377653403,0.001417175,0.06365149961800917
42_4_d1,1899-12-31T11:32:00Z,2020-07-01T00:00:00Z,6.34,G3,1.625623009957973,0.6798472636137031,-0.00303253524999392,12.5999861704316,0.5266065529309016,2.9342195298448908,8.038540578160809e-4,-0.0036420597242004162,0.06195455900634742,0.5230709308336501,0.8644624885080797,5.175371081889711,0.7579370437625168,0.23445273117620502,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-106,pump,30.3,0.0250325969154017,0.031244116227480672,-0.0015929417325358693,0.03283705796001654,0.014140942813254488,0.011224683118608848,1.6829981320842924,0.020580154609742423,0.01660866637969493
42_4_d1,1899-12-31T12:47:00Z,2020-01-28T00:00:00Z,6.69,G3,1.694645784094216,0.6320636235241108,0.031460891964300026,12.4331220088896,0.4921487604921104,3.6941136075647543,0.002409610955351577,0.019472369768869433,0.04485634310162524,0.4885435265374249,0.8284863113450605,5.005580779679739,0.44342312102853826,0.20221904757829703,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-107,pump,35.2,0.00645661910317351,NA,NA,NA,0.008610135396401392,0.010057126951849434,1.4822257517802016,0.018506439929999785,0.00675980157929623
42_4_d1,1899-12-31T12:50:00Z,2019-07-16T00:00:00Z,6.41,G3,1.44,0.63,0.04,12.89,0.59,4.63,0.01,0.03,0.05,0.63,0.87,5.28,0.4,0.28,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-085,pump,41,0.07,NA,NA,NA,0.022,0.005,1.84,0.017,0.018
42_4_d1,1899-12-31T13:08:00Z,2019-07-08T00:00:00Z,6.34,G3,1.73,0.59,0.03,12.2,0.75,2.95,0.03,0.02,0.13,1,0.9,5.65,1.2,0.46,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-072,pump,36.5,0.22,NA,NA,NA,0.03,0.003,1.89,0.016,0.025
42_4_d1,1899-12-31T13:25:00Z,2019-07-30T00:00:00Z,6.29,G3,1.44,0.63,0,12.92,0.52,4.17,0.01,0,0.04,0.52,0.88,5.14,0.29,0.23,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-098,pump,38.8,0.01,NA,NA,NA,0.016,0.007,1.81,0.018,0.015
42_4_d1,1899-12-31T13:25:00Z,2020-08-05T00:00:00Z,6.25,G3,2.02,0.69,0.04,12.72,0.84,2.7,0,0.03,0.06,1.11,1.04,5.46,1.17,0.46,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-44,pump,NA,0.15,NA,NA,NA,0.066,0.016,1.75,0.02,0.04
42_4_d1,1899-12-31T13:27:00Z,2019-06-18T00:00:00Z,6.48,G3,1.58,0.66,0,13.05,0.57,6.63,0.01,0.01,0.05,0.5,0.86,5.02,0.49,0.21,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-041,pump,45.48,0,NA,NA,NA,0.014,0.005,1.54,0.02,0
42_4_d1,1899-12-31T13:37:00Z,2019-07-02T00:00:00Z,6.43,G3,1.54,0.66,0,11.95,0.55,6.5,0,0,0.05,0.47,0.93,5.31,0.38,0.24,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-065,pump,46.4,0.01,NA,NA,NA,0.017,0.008,1.65,0.019,0.012
42_4_d1,1899-12-31T13:44:00Z,2019-06-25T00:00:00Z,6.74,G3,1.56,0.66,0.01,13.07,0.56,6.74,0.01,0.01,0.05,0.49,0.9,5.3,0.33,0.22,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-057,pump,46.8,0,NA,NA,NA,0.016,0.007,1.54,0.02,0.01
42_4_d1,1899-12-31T13:45:00Z,2019-07-23T00:00:00Z,6.28,G3,1.44,0.64,0.02,13.02,0.55,4.61,0.01,0.02,0.05,0.56,0.88,5.13,0.37,0.25,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-092,pump,40.8,0.02,NA,NA,NA,0.034,0.009,1.84,0.018,0.004
42_4_d1,1899-12-31T14:25:00Z,2019-06-06T00:00:00Z,6.34,G3,1.68,0.65,0.01,13.95,0.62,4.28,0.02,0,0.05,0.61,0.87,5.59,0.43,0.27,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-004,pump,34.8,0.07,NA,NA,NA,0.005,0.006,1.69,0.019,-0.001
42_4_d1,1899-12-31T14:57:00Z,2019-07-12T00:00:00Z,6.49,G3,1.7,0.63,0.01,13.07,0.75,4.36,0.03,0.01,0.08,1.04,0.87,5.58,1.04,0.47,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-078,pump,42,0.16,NA,NA,NA,0.107,0.006,1.99,0.017,0.007
42_4_d1,1899-12-31T16:48:00Z,2019-06-11T00:00:00Z,6.68,G3,1,0.15,0.02,7.92,0.44,1.29,0.03,0,0.04,0.52,0.56,3.85,0.28,0.13,R_surface,281655.004,4871175.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-031,pump,15.22,0,NA,NA,NA,0.002,0.001,1.18,0.018,-0.003
42_4_d2,1899-12-31T11:04:00Z,2020-07-01T00:00:00Z,5.7,G3,0.9024694674357772,0.15450296343016748,0.016006097101831308,6.85375862450853,0.607254514101303,1.1819893734746556,0.04432792393518583,0.002551395080097366,0.06621522976817476,0.44454130150688576,0.5757940828300947,3.767944873496768,6.08603153983873,0.20465115912837178,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-105,pump,NA,0.0683227717822226,0.03103907457370181,0.011376031719446723,0.01966304285425509,0.006258425456422911,0.001632470765174337,1.2584415752897409,0.020585972361398013,0.015366419510412847
42_4_d2,1899-12-31T12:53:00Z,2019-07-16T00:00:00Z,5.75,G3,1,0.15,0.01,7.81,0.48,1.29,0.02,0,0.05,0.54,0.47,3.87,0.42,0.13,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-086,pump,16.41,0.01,NA,NA,NA,0.006,0.002,1.34,0.016,0.05
42_4_d2,1899-12-31T12:53:00Z,2019-07-30T00:00:00Z,5.77,G3,0.83,0.14,0.01,7.93,0.42,1.12,0.02,0,0.04,0.44,0.53,3.94,0.35,0.18,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-099,pump,17.21,0.05,NA,NA,NA,0.013,0.002,1.42,0.015,0.001
42_4_d2,1899-12-31T12:54:00Z,2019-07-08T00:00:00Z,5.82,G3,0.97,0.14,0.01,7.59,0.48,1.15,0.02,0,0.06,0.53,0.57,3.95,0.65,0.19,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-073,pump,17.49,0.05,NA,NA,NA,0.015,0.002,1.35,0.015,0.02
42_4_d2,1899-12-31T12:55:00Z,2020-01-28T00:00:00Z,5.98,G3,0.9583404165155058,0.1775355820105287,0.14923945580964595,7.9921314198892,0.4704618770393272,1.2568817019493226,0.0251071126590443,0.07708341053226597,0.078172279365779,0.4691835545245625,0.5409883143731242,3.9736349415107575,0.28047749324426996,0.1412832490763106,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-108,pump,15.72,0.0142845119170499,NA,NA,NA,0.004791282217311867,0.005053859122484486,1.2080274709624927,0.018060666974858974,0.021949507230056065
42_4_d2,1899-12-31T13:22:00Z,2019-07-02T00:00:00Z,5.8,G3,0.93,0.15,0.01,7.25,0.48,1.29,0.02,0,0.04,0.41,0.49,3.81,0.32,0.15,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-066,pump,16.51,0.04,NA,NA,NA,0.003,0.001,1.22,0.016,0.002
42_4_d2,1899-12-31T13:23:00Z,2019-06-18T00:00:00Z,5.65,G3,0.96,0.16,0.02,7.68,0.5,1.4,0.03,0,0.05,0.46,0.55,3.84,0.45,0.12,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-042,pump,16.31,-0.01,NA,NA,NA,0.007,0.001,1.18,0.02,0
42_4_d2,1899-12-31T13:27:00Z,2019-07-23T00:00:00Z,5.74,G3,1.03,0.15,0.01,8.01,0.56,1.22,0.03,0.01,0.04,0.76,0.51,4.01,0.65,0.28,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-093,pump,18.33,0.13,NA,NA,NA,0.028,0.002,1.41,0.016,0.004
42_4_d2,1899-12-31T13:48:00Z,2019-06-25T00:00:00Z,5.81,G3,0.9,0.15,0.02,7.73,0.48,1.35,0.03,0,0.06,0.47,0.53,3.85,0.38,0.13,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-058,pump,16.95,0,NA,NA,NA,0.004,0.001,1.18,0.02,0
42_4_d2,1899-12-31T13:55:00Z,2020-08-05T00:00:00Z,5.71,G3,1.12,0.21,0.18,8.46,0.8,1.31,0.05,0.13,0.08,0.92,0.89,4.51,0.97,0.38,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-45,pump,NA,0.1,NA,NA,NA,0.08,0.007,1.44,0.02,0.02
42_4_d2,1899-12-31T14:40:00Z,2019-06-06T00:00:00Z,5.75,G3,0.95,0.15,0.03,7.92,0.45,1.31,0.02,0,0.05,0.52,0.55,3.77,0.44,0.15,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-005,pump,15.97,0.01,NA,NA,NA,0.009,0.001,1.25,0.019,0.003
42_4_d2,1899-12-31T14:49:00Z,2019-07-12T00:00:00Z,5.94,G3,1.06,0.17,0.04,7.93,0.54,1.37,0.02,0.03,0.05,0.74,0.51,3.93,0.83,0.26,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-079,pump,18.41,0.1,NA,NA,NA,0.046,0.002,1.39,0.016,0.027
42_4_d2,1899-12-31T16:44:00Z,2019-06-11T00:00:00Z,5.82,G3,1.61,0.62,0,12.9,0.59,5.95,0.02,0,0.05,0.67,0.88,5.41,0.37,0.23,deep_intoC,281655.033,4871176.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-032,pump,41.6,0.02,NA,NA,NA,0.02,0.006,1.59,0.019,0.001
42_4_s1,1899-12-31T14:50:00Z,2019-06-06T00:00:00Z,5.2,G3,0.69,0.08,0.09,3.21,0.15,0.39,0.03,0,0.02,0.51,0.17,2.39,1.07,0.11,shallow,281660.3829,4871158.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-003,pump,10.26,0.07,0.06,0.006,0.054,0.008,0.001,0.78,0.004,0.011
42_4_s1,1899-12-31T15:03:00Z,2020-10-17T00:00:00Z,5.05,G3,0.3438379856687836,0.0550226931730203,0.17218735076344258,2.53394209439594,0.17621012150499937,0.23328795042835562,0.020836844522641403,0.0037,0.011110120365557774,0.5225648376978701,0.10851370391042689,1.6065242833109352,1.3558990679618053,0.06371961589055022,shallow,281660.3829,4871158.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-180,NA,NA,0.0322663076116478,0.1101976871109052,0.0185,0.091697687110905,0.00694042467515206,9.5e-4,0.5499497606950576,9e-4,0.0064
42_4_s1,1899-12-31T17:00:00Z,2019-06-11T00:00:00Z,5.17,G3,0.58,0.07,0.11,2.96,0.14,0.35,0.03,0,0.02,0.39,0.11,2.15,1.1,0.08,shallow,281660.3829,4871158.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-030,pump,9.83,0.05,0.062,0.006,0.056,0.001,0,0.71,0.005,0.036
52_2_s1,1899-12-31T11:11:00Z,2020-10-14T00:00:00Z,4.6499999999999995,G1,0.7241309085330976,0.06328711430210633,0.4799244269892312,3.16988849656127,0.18306528517640852,0.14621983984992865,0.0358752595847039,0.10945823812815092,0.018164660849877605,0.9759948654354572,0.026500000000000003,1.2074944157595056,7.2290288794695226,0.25605921068460274,shallow,281790.4303,4871243.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-172,NA,NA,0.242034283125529,0.3484574323142252,0.14739669066985692,0.2010607416443683,0.008038665989425223,0.0034259778244134682,0.3960421655416787,0.00236994,0.0862858
52_2_s1,1899-12-31T12:25:00Z,2019-06-06T00:00:00Z,4.77,G1,0.36,0.06,0.48,2.18,0.07,0.17,0.03,0.08,0.01,0.27,0.01,1.03,7.3,0.21,shallow,281790.4303,4871243.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-006,pump,10.46,0.19,0.312,0.086,0.226,0.012,0.001,0.33,0.002,0.001
52_2_s1,1899-12-31T12:37:00Z,2019-07-12T00:00:00Z,4.73,G1,0.48,0.07,0.4,1.86,0.18,0.35,0.04,0.08,0.02,0.62,0.03,0.87,8.1,0.28,shallow,281790.4303,4871243.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-106,pump,11.75,0.24,0.26,0.14,0.12,0.032,0.001,0.35,0.003,0.015
52_2_s1,1899-12-31T12:45:00Z,2020-10-17T00:00:00Z,4.599999999999998,G1,0.4981697563057078,0.05607556511960951,0.5060741854185202,3.24936077571882,0.09468682370437878,0.10693423318435598,0.038777328064805404,0.06981387223892092,0.014034246578879802,0.8356771156952693,0.06933414175768518,1.2026426259755663,7.372727533870503,0.224088911646171,shallow,281790.4303,4871243.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-182,NA,NA,0.197827471760518,0.3722519948661722,0.1422210065861947,0.23003098827997753,0.010599088630230243,0.0016898862620234613,0.38998716434836045,9e-4,0.0064
52_2_s1,1899-12-31T15:37:00Z,2019-06-11T00:00:00Z,4.78,G1,0.42,0.07,0.41,1.9,0.1,0.24,0.04,0.07,0.02,0.34,0.04,0.99,7.76,0.22,shallow,281790.4303,4871243.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-033,pump,10.67,0.19,0.269,0.089,0.18,0.014,0.002,0.33,0.004,0.015
52_3_s1,1899-12-31T11:25:00Z,2020-10-14T00:00:00Z,4.4700000000000015,G2,0.6354946917994063,0.05966233877515187,0.5021165349965735,3.15556641996807,0.18868973126079328,0.11631424592237866,0.03330438344803208,0.07366139732929868,0.01251073521493451,1.0876780496348881,0.026500000000000003,1.3592724634455324,8.381381550338915,0.23958697904707324,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-173,NA,NA,0.223807473959898,0.38797879121292944,0.18226175779630274,0.2057170334166267,0.009793243517525889,0.00248923412901425,0.45221898635370916,9e-4,0.0152172
52_3_s1,1899-12-31T11:46:00Z,2019-07-16T00:00:00Z,4.68,G2,0.46,0.06,0.55,3.01,0.08,0.14,0.03,0.22,0.01,0.46,0.06,1.23,7.6,0.23,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-128,pump,12.49,0.2,0.41,0.15,0.26,0.019,0.002,0.45,0.002,0.006
52_3_s1,1899-12-31T12:14:00Z,2019-06-06T00:00:00Z,4.76,G2,0.39,0.07,0.43,2.23,0.05,0.19,0.02,0.08,0.02,0.29,0.03,1.18,7.07,0.22,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-007,pump,10.31,0.19,0.289,0.08,0.209,0.018,0.002,0.4,0.002,0
52_3_s1,1899-12-31T12:19:00Z,2019-07-02T00:00:00Z,4.63,G2,0.42,0.06,0.44,2.33,0.06,0.14,0.02,0.17,0.02,0.32,0.04,1.22,7.25,0.2,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-088,pump,12.16,0.18,0.308,0.091,0.217,0.007,0.002,0.39,0.002,0.004
52_3_s1,1899-12-31T12:22:00Z,2019-06-25T00:00:00Z,4.67,G2,0.42,0.05,0.44,2.17,0.05,0.13,0.02,0.13,0.02,0.3,0.03,1.22,6.77,0.19,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-068,pump,12.28,0.17,0.306,0.084,0.222,0.006,0.003,0.38,0,0
52_3_s1,1899-12-31T12:24:00Z,2019-07-12T00:00:00Z,4.56,G2,0.45,0.06,0.46,1.83,0.07,0.17,0.03,0.09,0.02,0.4,0.04,1.01,8.17,0.26,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-107,pump,14.15,0.24,0.31,0.16,0.15,0.01,0.002,0.4,0.002,0.011
52_3_s1,1899-12-31T12:31:00Z,2019-06-18T00:00:00Z,4.69,G2,0.46,0.06,0.42,2.25,0.06,0.14,0.02,0.14,0.02,0.37,0.05,1.16,6.88,0.22,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-048,pump,12.25,0.19,0.284,0.084,0.2,0.015,0.003,0.36,0,0
52_3_s1,1899-12-31T12:55:00Z,2020-10-17T00:00:00Z,4.54,G2,0.5273895160353553,0.05145400822611235,0.5119982156098624,3.03516108158,0.08557028059135369,0.0869167236382249,0.0296847470982226,0.07272128130547205,0.013433951064137093,0.8992632341005011,0.08471634020213271,1.3449748271431992,7.825930982365899,0.20141745304828035,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-183,NA,NA,0.17438172653177,0.380615715624089,0.16301465102336768,0.21760106460072134,0.00789858796279605,9.5e-4,0.4456981458954929,9e-4,0.0064
52_3_s1,1899-12-31T15:31:00Z,2019-06-11T00:00:00Z,4.65,G2,0.4,0.05,0.42,1.98,0.06,0.12,0.02,0.08,0.02,0.34,0.05,1.17,7.55,0.21,shallow,281790.3689,4871221.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-034,pump,12.53,0.19,0.286,0.086,0.2,0.008,0.001,0.39,0.003,0
52_4_d1,1899-12-31T10:55:00Z,2019-03-13T00:00:00Z,6.7,G4,2.64,1.446,0.13,11.23,0.76,3.73,0.08,0.12,0.08,0.47,0.89,4.56,0.84,0.23,R_surface,281789.7025,4871168.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-002,pump,44.2,0.01,NA,NA,NA,0.012,0.006,1.41,0.031,0
52_4_d1,1899-12-31T10:57:00Z,2019-07-16T00:00:00Z,6.75,G4,3.9,1.88,0.26,12.9,1,5.33,0.09,0.16,0.11,0.64,0.89,4.73,1.16,0.27,R_surface,281789.7025,4871168.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-087,pump,59.4,0.06,NA,NA,NA,0.008,0.007,1.65,0.039,0.014
52_4_d1,1899-12-31T11:00:00Z,2020-01-28T00:00:00Z,6.849999999999999,G4,4.469430360562352,1.9175013365147215,0.27999194848002357,12.9007931156227,0.9027782537007238,5.310737652138382,0.040893276274903814,0.15272845765914064,0.11516630613126114,0.5324649305996075,0.8752908813452167,4.56749687425191,1.8070509937557921,0.2866270947479671,R_surface,281789.7025,4871168.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DG-105,pump,63,0.0818965135489894,NA,NA,NA,0.007005291943805159,0.008805752430473966,1.3725286744161276,0.03899294828954772,0.006642565039286967
